id,name,image_url,is_mythic,into_items,from_items,gold_sell,gold_total,gold_base,gold_purchasable,plaintext,description
3108,Fiendish Codex,https://opgg-static.akamaized.net/meta/images/lol/item/3108.png,False,"[4629, 3100, 3115, 3102, 4005, 6653, 3157, 4628, 4636]",[1052],630,900,465,True,Increases Ability Power and Cooldown Reduction,<mainText><stats><attention>35</attention> Ability Power<br><attention>10</attention> Ability Haste</stats></mainText><br>
3109,Knight's Vow,https://opgg-static.akamaized.net/meta/images/lol/item/3109.png,False,,"[3023, 3801]",1540,2200,350,True,Partner with an ally to protect each other,"<mainText><stats><attention>350</attention> Health<br><attention>25</attention> Armor<br><attention>15</attention> Ability Haste<br><attention>125%</attention> Base Health Regen</stats><br><br><active>Active -</active> <active>Pledge:</active> Designate an ally who is <attention>Worthy</attention>..<br><li><passive>Sacrifice:</passive> While your <attention>Worthy</attention> ally is nearby, redirect damage they take to you and heal based on the damage dealt by your <attention>Worthy</attention> ally to Champions.<br></mainText><br>"
3110,Frozen Heart,https://opgg-static.akamaized.net/meta/images/lol/item/3110.png,False,,"[3082, 3024]",1890,2700,800,True,Massively increases Armor and slows enemy basic attacks,<mainText><stats><attention>90</attention> Armor<br><attention>400</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Winter's Caress:</passive> Reduces the <attackSpeed>Attack Speed</attackSpeed> of nearby enemies.<li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks.</mainText><br>
3111,Mercury's Treads,https://opgg-static.akamaized.net/meta/images/lol/item/3111.png,False,,"[1001, 1033]",770,1100,350,True,Increases Move Speed and reduces duration of disabling effects,"<mainText><stats><attention>25</attention> Magic Resist<br><attention>45</attention> Move Speed<br><attention>30%</attention> Tenacity</stats><br><br><rules>Tenacity reduces the duration of <status>Stun</status>, <status>Slow</status>, <status>Taunt</status>, <status>Fear</status>, <status>Silence</status>, <status>Blind</status>, <status>Polymorph</status> and <status>Immobilizing</status> effects. It has no effect on <status>Airborne</status> or <status>Suppression</status>.</rules></mainText><br>"
3112,Guardian's Orb,https://opgg-static.akamaized.net/meta/images/lol/item/3112.png,False,,,665,950,950,True,Good starting item for mages,"<mainText><stats><attention>50</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Recovery:</passive> Restores Mana over time. If you can't gain mana, restores Health instead.<li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>"
3113,Aether Wisp,https://opgg-static.akamaized.net/meta/images/lol/item/3113.png,False,"[4629, 3100, 6616, 3504]",[1052],595,850,415,True,Increases Ability Power and Move Speed,<mainText><stats><attention>30</attention> Ability Power</stats><br><li><passive>Glide:</passive> Gain <speed>5% Move Speed</speed>.</mainText><br>
3114,Forbidden Idol,https://opgg-static.akamaized.net/meta/images/lol/item/3114.png,False,"[3222, 3107, 6616, 3011, 3504]",[1004],560,800,550,True,"Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction",<mainText><stats><attention>50%</attention> Base Mana Regen<br><attention>8%</attention> Heal and Shield Power</stats></mainText><br>
3115,Nashor's Tooth,https://opgg-static.akamaized.net/meta/images/lol/item/3115.png,False,,"[1043, 1026, 3108]",2240,3200,750,True,"Increases Attack Speed, Ability Power, and Cooldown Reduction",<mainText><stats><attention>100</attention> Ability Power<br><attention>50%</attention> Attack Speed<br><attention>15</attention> Ability Haste</stats><br><li><passive>Icathian Bite:</passive> Attacks apply magic damage <OnHit>On-Hit</OnHit>.</mainText><br>
3116,Rylai's Crystal Scepter,https://opgg-static.akamaized.net/meta/images/lol/item/3116.png,False,,"[1026, 1011, 1052]",1820,2600,415,True,Abilities slow enemies,<mainText><stats><attention>75</attention> Ability Power<br><attention>400</attention> Health</stats><br><li><passive>Rimefrost:</passive> Damaging Abilities <status>Slow</status> enemies.</mainText><br>
3117,Mobility Boots,https://opgg-static.akamaized.net/meta/images/lol/item/3117.png,False,,[1001],700,1000,700,True,Greatly enhances Move Speed when out of combat,"<mainText><stats></stats><attention>25</attention> Move Speed <li>When out of combat for at least 5 seconds, increase this item's effect to <attention>115</attention>.</mainText><br>"
3119,Winter's Approach,https://opgg-static.akamaized.net/meta/images/lol/item/3119.png,False,,"[3070, 3067, 1028]",1820,2600,1000,True,,"<mainText><stats><attention>400</attention> Health<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleHealth>Health equal to Total Mana</scaleHealth>.<li><passive>Mana Charge:</passive> Strike a target with an Ability or Attack to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Fimbulwinter</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>"
3121,Fimbulwinter,https://opgg-static.akamaized.net/meta/images/lol/item/3121.png,False,,,1890,2700,2700,False,,<mainText><stats><attention>400</attention> Health<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><li><passive>Awe:</passive> Gain bonus Health based on Mana.<li><passive>Everlasting:</passive> <status>Immobilizing</status> or <status>Slowing</status> an enemy champion grants a Shield. The Shield is increased if more than one enemy is nearby.</mainText><br>
3123,Executioner's Calling,https://opgg-static.akamaized.net/meta/images/lol/item/3123.png,False,"[6609, 3033]",[1036],560,800,450,True,Overcomes enemies with high health gain,<mainText><stats><attention>15</attention> Attack Damage</stats><br><li><passive>Rend:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. <br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>
3124,Guinsoo's Rageblade,https://opgg-static.akamaized.net/meta/images/lol/item/3124.png,True,[7030],"[1052, 6677, 1037]",2240,3200,690,True,,"<mainText><stats><attention>30</attention> Attack Damage<br><attention>30</attention> Ability Power<br><attention>25%</attention> Attack Speed</stats><br><li><passive>Wrath:</passive> Attacks apply bonus damage <OnHit>On-Hit</OnHit>. Your Critical Strike Chance is converted into more.<li><passive>Seething Strike:</passive> Basic attacks grant bonus <attackSpeed>Attack Speed</attackSpeed>, stacking up to a cap. While fully stacked, every third Attack applies your <OnHit>On-Hit</OnHit> effects twice.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5%</attention> Armor Penetration and <attention>6%</attention> Magic Penetration.</mainText><br>"
3128,Deathfire Grasp,https://opgg-static.akamaized.net/meta/images/lol/item/3128.png,False,,,2100,3000,3000,True,Activate to increase all magic damage dealt to an enemy champion,"<mainText><stats><attention>90</attention> Ability Power<br><attention>15</attention> Magic Penetration</stats><br><br><active>Active -</active> <active>The Silence:</active> Deal magic damage equal to <magicDamage>15% of the Target's Max Health</magicDamage>, and then amplify damage they take by 15% for 5 seconds (30s ).</mainText><br>"
3133,Caulfield's Warhammer,https://opgg-static.akamaized.net/meta/images/lol/item/3133.png,False,"[6609, 3071, 3004, 3074, 6692, 6691, 3142, 3161, 3508, 6333, 6632, 6675, 6693, 6694, 6696]","[1036, 1036]",770,1100,400,True,Attack Damage and Cooldown Reduction,<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste</stats></mainText><br>
3134,Serrated Dirk,https://opgg-static.akamaized.net/meta/images/lol/item/3134.png,False,"[3142, 6676, 3179, 6692, 6691, 3814, 6693, 6695, 6696]","[1036, 1036]",770,1100,400,True,Increases Attack Damage and Lethality,<mainText><stats><attention>30</attention> Attack Damage</stats><br><li><passive>Gouge:</passive> Gain <scaleLethality>10 Lethality</scaleLethality>.</mainText><br>
3135,Void Staff,https://opgg-static.akamaized.net/meta/images/lol/item/3135.png,False,,"[4630, 1026]",1960,2800,700,True,Increases magic damage,<mainText><stats><attention>65</attention> Ability Power<br><attention>40%</attention> Magic Penetration</stats></mainText><br>
3139,Mercurial Scimitar,https://opgg-static.akamaized.net/meta/images/lol/item/3139.png,False,,"[3140, 1018, 1037]",2100,3000,225,True,Activate to remove all crowd control debuffs and grant massive Move Speed,<mainText><stats><attention>40</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>50</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs and gain Move Speed.</mainText><br>
3140,Quicksilver Sash,https://opgg-static.akamaized.net/meta/images/lol/item/3140.png,False,"[6035, 3139]",[1033],910,1300,850,True,Activate to remove all crowd control debuffs,<mainText><stats><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Removes all crowd control debuffs (excluding <status>Airborne</status>).<br></mainText><br>
3142,Youmuu's Ghostblade,https://opgg-static.akamaized.net/meta/images/lol/item/3142.png,True,[7029],"[3134, 3133]",2170,3100,900,True,Activate to greatly increase Move Speed,"<mainText><stats><attention>60</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Wraith Step:</active> Gain Move Speed and Ghosting.<br><li><passive>Haunt:</passive> Gain up to 100 Spectral Shards while moving. Gain <speed> Move Speed</speed> out of champion combat based on the number of Spectral Shards. While at max Shards, gain <scaleAD> Lethality</scaleAD>. Shards will reset 3 seconds after dealing damage to an enemy champion.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention></attention> Attack Damage. <br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>"
3143,Randuin's Omen,https://opgg-static.akamaized.net/meta/images/lol/item/3143.png,False,,"[3082, 1011]",1890,2700,800,True,"Greatly increases defenses, activate to slow nearby enemies",<mainText><stats><attention>400</attention> Health<br><attention>60</attention> Armor</stats><br><br><active>Active -</active> <active>Humility:</active> <status>Slow</status> nearby enemies.<br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks.<li><passive>Critical Resilience:</passive> Critical Strikes deal 25% less damage to you.</mainText><br>
3145,Hextech Alternator,https://opgg-static.akamaized.net/meta/images/lol/item/3145.png,False,"[4645, 3152, 3165, 4628, 4636]","[1052, 1028]",735,1050,215,True,Increases Ability Power. Deal bonus magic damage on attack periodically.,<mainText><stats><attention>25</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Revved:</passive> Damaging a champion deals additional damage.</mainText><br>
3152,Hextech Rocketbelt,https://opgg-static.akamaized.net/meta/images/lol/item/3152.png,True,[7011],"[1026, 3145, 1052]",2240,3200,865,True,Activate to dash forward and unleash a fiery explosion,"<mainText><stats><attention>90</attention> Ability Power<br><attention>6</attention> Magic Penetration<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Supersonic:</active> Dash in target direction, unleashing an arc of magic missiles that deal damage. Then, gain Move Speed towards enemy champions.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Magic Penetration.</mainText><br>"
3153,Blade of The Ruined King,https://opgg-static.akamaized.net/meta/images/lol/item/3153.png,False,,"[1053, 1043, 1037]",2310,3300,825,True,"Deals damage based on target's Health, can steal Move Speed",<mainText><stats><attention>40</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>8%</attention> Life Steal</stats><br><li><passive>Mist's Edge:</passive> Attacks apply physical damage based off of the target's current Health. <li><passive>Siphon:</passive> Attacking a champion 3 times deals magic damage and steals Move Speed.<br><br>Item performance differs for melee and ranged users.</mainText><br>
3155,Hexdrinker,https://opgg-static.akamaized.net/meta/images/lol/item/3155.png,False,[3156],"[1036, 1033]",910,1300,500,True,Increases Attack Damage and Magic Resist,"<mainText><stats><attention>25</attention> Attack Damage<br><attention>35</attention> Magic Resist</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain a magic damage Shield.</mainText><br>"
3156,Maw of Malmortius,https://opgg-static.akamaized.net/meta/images/lol/item/3156.png,False,,"[1037, 3155, 1036]",1960,2800,275,True,Grants bonus Attack Damage when Health is low,"<mainText><stats><attention>65</attention> Attack Damage<br><attention>50</attention> Magic Resist</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain a magic damage Shield. When <passive>Lifeline</passive> triggers, gain Omnivamp until the end of combat.  </mainText><br>"
3157,Zhonya's Hourglass,https://opgg-static.akamaized.net/meta/images/lol/item/3157.png,False,,"[3191, 3108, 2420]",2100,3000,350,True,Activate to become invincible but unable to take actions,"<mainText><stats><attention>80</attention> Ability Power<br><attention>45</attention> Armor<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Stasis:</active> You become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time.</mainText><br>"
3158,Ionian Boots of Lucidity,https://opgg-static.akamaized.net/meta/images/lol/item/3158.png,False,,[1001],665,950,650,True,Increases Move Speed and Cooldown Reduction,"<mainText><stats><attention>20</attention> Ability Haste<br><attention>45</attention> Move Speed</stats><br><li>Gain 12 Summoner Spell Haste.<br><br><flavorText>''This item is dedicated in honor of Ionia's victory over Noxus in the Rematch for the Southern Provinces on 10 December, 20 CLE.'</flavorText></mainText><br>"
3161,Spear Of Shojin,https://opgg-static.akamaized.net/meta/images/lol/item/3161.png,False,,"[1037, 3133, 3067]",2310,3300,525,True,Reduce damage taken from champions by a flat amount. Attack while near multiple enemy champions to increase this amount for a short time.,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>500</attention> Health<br><attention>20</attention> Ability Haste</stats><br><li><passive>Dragonforce:</passive> Your Non-Ultimate spells gain (16 (+0.04 per 100 Bonus AD) | 12 (+0.03 per 100 Bonus AD)) Ability Haste, reduced to (8 (+0.02 per 100 Bonus AD) | 6 (+0.015 per 100 Bonus AD))) Ability Haste for Immobilizing spells.<li><passive>Exigency:</passive> Gain up to (0.15 | 0.1) increased move speed, based on your missing health (Maxed when below 33% Health).<br><br>Item performance differs for melee and ranged users.</mainText><br>"
3165,Morellonomicon,https://opgg-static.akamaized.net/meta/images/lol/item/3165.png,False,,"[3916, 3145, 1052]",2100,3000,715,True,Increases magic damage,<mainText><stats><attention>90</attention> Ability Power<br><attention>200</attention> Health<br><attention>10</attention> Magic Penetration</stats><br><li><passive>Affliction:</passive> Dealing magic damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>
3177,Guardian's Blade,https://opgg-static.akamaized.net/meta/images/lol/item/3177.png,False,,,665,950,950,True,Good starting item for attackers,<mainText><stats><attention>30</attention> Attack Damage<br><attention>150</attention> Health<br><attention>15</attention> Ability Haste</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>
3179,Umbral Glaive,https://opgg-static.akamaized.net/meta/images/lol/item/3179.png,False,,"[1036, 3134, 1036]",1610,2300,500,True,Provides trap and ward detection periodically,"<mainText><stats><attention>50</attention> Attack Damage<br><attention>13</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><li><passive>Blackout:</passive> When spotted by an enemy Ward, reveal traps and disable Wards around you. Your Attacks do increased damage to Wards.</mainText><br>"
3181,Hullbreaker,https://opgg-static.akamaized.net/meta/images/lol/item/3181.png,False,,"[1037, 3044, 3066]",2100,3000,225,True,,<mainText><stats><attention>60</attention> Attack Damage<br><attention>400</attention> Health<br><attention>150%</attention> Base Health Regen<br><attention>5%</attention> Move Speed</stats><br><br><li><passive>Boarding Party:</passive> While no allied champions are nearby you gain <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and Attacks deal increased damage to towers. Nearby large minions gain <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and increased damage to towers. <br><br><rules>Boarding Party's resistances decay over 3 seconds when an ally gets too close.</rules><br></mainText><br>
3184,Guardian's Hammer,https://opgg-static.akamaized.net/meta/images/lol/item/3184.png,False,,,665,950,950,True,Good starting item for attackers,<mainText><stats><attention>25</attention> Attack Damage<br><attention>150</attention> Health<br><attention>7%</attention> Life Steal</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>
3190,Locket of the Iron Solari,https://opgg-static.akamaized.net/meta/images/lol/item/3190.png,True,[7019],"[3023, 1033]",1610,2300,800,True,Activate to shield nearby allies from damage,"<mainText><stats><attention>200</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Devotion:</active> Grant nearby allies a <shield>Shield</shield>, decaying over time.<br><li><passive>Consecrate:</passive> Grant nearby allied champions  <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items Armor and Magic Resist increase to <passive>Consecrate</passive>.<br><br></mainText><br>"
3191,Seeker's Armguard,https://opgg-static.akamaized.net/meta/images/lol/item/3191.png,False,[3157],"[1052, 1029]",700,1000,265,True,Increases Armor and Ability Power,<mainText><stats><attention>30</attention> Ability Power<br><attention>20</attention> Armor</stats><br><li><passive>Witch's Path:</passive> Killing a unit grants <scaleArmor>0.5 Armor</scaleArmor> (max <scaleArmor>15</scaleArmor>).</mainText><br>
3193,Gargoyle Stoneplate,https://opgg-static.akamaized.net/meta/images/lol/item/3193.png,False,,"[1029, 3105, 1033]",2240,3200,1250,True,Greatly increases defense near multiple enemies.,<mainText><stats><attention>60</attention> Armor<br><attention>60</attention> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Unbreakable:</active> Gain a Shield that decays and grow in size.<br><li><passive>Fortify:</passive> Taking damage from a champion grants a stack of <scaleArmor>bonus Armor</scaleArmor> and <scaleMR>bonus Magic Resist</scaleMR>.<br><br><rules>Max 5 stacks; 1 per champion.</rules></mainText><br>
3211,Spectre's Cowl,https://opgg-static.akamaized.net/meta/images/lol/item/3211.png,False,[3065],"[1028, 1033]",875,1250,400,True,Improves defense and grants regeneration upon being damaged,"<mainText><stats><attention>250</attention> Health<br><attention>25</attention> Magic Resist</stats><br><li><passive>Incorporeal:</passive> After taking damage from a champion, Regenerate Health.</mainText><br>"
3222,Mikael's Blessing,https://opgg-static.akamaized.net/meta/images/lol/item/3222.png,False,,"[3012, 3114]",1610,2300,550,True,Activate to remove all disabling effects from an allied champion,<mainText><stats><attention>250</attention> Health<br><attention>100%</attention> Base Mana Regen<br><attention>15%</attention> Heal and Shield Power</stats><br><br><active>Active -</active> <active>Purify:</active> Restore Health and Remove all crowd control debuffs (except <status>Knockups</status> and <status>Suppression</status>) from an ally champion.<br><li><passive>Harmony:</passive> Gain 25% Base Health Regeneration for every additional <scalemana>25% Base Mana Regeneration</scalemana>.</mainText><br>
3330,Scarecrow Effigy,https://opgg-static.akamaized.net/meta/images/lol/item/3330.png,False,,,0,0,0,True,Periodically place a Stealth Ward,"<mainText><stats></stats><br><active>Active - Trinket:</active> Places an effigy that appears exactly as Fiddlesticks does to enemies. Stores up to a maximum of 2 charges.<br><br>Enemy champions approaching an effigy will activate it, causing the effigy to fake a random action, after which the effigy will fall apart.</mainText><br>"
3340,Stealth Ward,https://opgg-static.akamaized.net/meta/images/lol/item/3340.png,False,,,0,0,0,True,Periodically place a Stealth Ward,<mainText><stats></stats><active>Active - Trinket:</active> Places a Stealth Ward on the ground that is <keywordStealth>Invisible</keywordStealth> to enemies but grants your team vision of the surrounding area. Stores up to 2 Stealth Wards.</mainText><br>
3348,Arcane Sweeper,https://opgg-static.akamaized.net/meta/images/lol/item/3348.png,False,,,0,0,0,False,Activate to reveal a nearby area of the map,"<mainText><stats></stats><mainText><active>UNIQUE Active - Hunter's Sight:</active> An arcane mist grants vision in the target area for 5 seconds, revealing enemy champions and granting <font color='#ee91d7'>True Sight</font> of traps in the area for 3 seconds (30 second cooldown).</mainText></mainText><br>"
3349,Lucent Singularity,https://opgg-static.akamaized.net/meta/images/lol/item/3349.png,False,,,0,0,0,False,"Lux creates a light zone that <status>Slows</status> by @Slow@ and reveals the area. After 5 seconds or on <recast>Recasting</recast> this Ability, it detonates, dealing <magicDamage>@TotalDamage@ magic damage</magicDamage> and <status>Slowing</status> for an additional @SlowLingerDuration@ second.",<mainText><stats></stats>Lucent Singularity</mainText><br>
3363,Farsight Alteration,https://opgg-static.akamaized.net/meta/images/lol/item/3363.png,False,,,0,0,0,True,Grants increased range and reveals the targetted area,<mainText><stats></stats><active>Active - Trinket:</active> Places a visible and fragile Ward up to 4000 units away.</mainText><br>
3364,Oracle Lens,https://opgg-static.akamaized.net/meta/images/lol/item/3364.png,False,,,0,0,0,True,Disables nearby invisible wards and traps for a duration,"<mainText><stats></stats><active>Active - Trinket:</active> Scans around you, warning against hidden enemy units, revealing invisible traps and revealing (and temporarily disabling) enemy Stealth Wards. Has 2 recharges.</mainText><br>"
3400,Your Cut,https://opgg-static.akamaized.net/meta/images/lol/item/3400.png,False,,,0,0,0,False,,"<mainText><stats></stats><active>Active - Consume:</active> Gain 0 gold.<br><br><rules>Bonus gold given to an ally when Pyke executes an enemy champion using his Ultimate Ability. If no ally was involved in the kill, Pyke gets to keep the Cut!</rules></mainText><br>"
3430,Rite Of Ruin,https://opgg-static.akamaized.net/meta/images/lol/item/3430.png,False,,,2100,3000,3000,True,,"<mainText><stats><attention>60</attention> Ability Power<br><attention>20</attention> Ability Haste<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Wrath and Ruin:</passive> On spell cast, gain 2.5% critical chance for 6 seconds, stacking up to 20%.<li><passive>Salvage the Wreckage:</passive> Your spells have a chance equal to your crit chance to grant you or your targeted ally a shield for 0 for 3s.<br></mainText><br>"
3504,Ardent Censer,https://opgg-static.akamaized.net/meta/images/lol/item/3504.png,False,,"[3113, 3114]",1470,2100,450,True,Shield and heal effects on other units grant both of you Attack Speed and their attacks deal additional on-hit magic damage.,"<mainText><stats><attention>35</attention> Ability Power<br><attention>8%</attention> Heal and Shield Power<br><attention>75%</attention> Base Mana Regen<br><attention>5%</attention> Move Speed</stats><br><li><passive>Sanctify:</passive> Healing or Shielding another ally enhances you both, granting Attack Speed and magic damage <OnHit>On-Hit</OnHit>. <br></mainText><br>"
3508,Essence Reaver,https://opgg-static.akamaized.net/meta/images/lol/item/3508.png,False,,"[3057, 3133, 1018]",2030,2900,500,True,,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>20</attention> Ability Haste</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack deals additional damage and restores Mana.</mainText><br>"
3513,Eye of the Herald,https://opgg-static.akamaized.net/meta/images/lol/item/3513.png,False,,,0,0,0,False,Eye of the Herald - a Gift of the Void.,"<mainText><stats></stats><active>Active - Consume:</active> Crush the Eye of the Herald, summoning Rift Herald. The Herald will proceed down the nearest lane and deal massive damage to any turrets in the way.<br><br><passive>Glimpse of the Void:</passive> Grants Empowered Recall.<br></mainText><br>"
3599,Kalista's Black Spear,https://opgg-static.akamaized.net/meta/images/lol/item/3599.png,False,,,0,0,0,True,Kalista's spear that binds an Oathsworn Ally.,"<mainText><stats></stats><active>Active - Consume:</active> Bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.</mainText><br>"
3600,Kalista's Black Spear,https://opgg-static.akamaized.net/meta/images/lol/item/3600.png,False,,,0,0,0,True,Kalista's spear that binds an Oathsworn Ally.,"<mainText><stats></stats><active>Active - Consume:</active> Bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.<br><br><rules>Required to use <attention>Kalista's</attention> Ultimate Ability.</rules></mainText><br>"
3742,Dead Man's Plate,https://opgg-static.akamaized.net/meta/images/lol/item/3742.png,False,,"[3066, 1028, 1031]",2030,2900,900,True,Build momentum as you move around then smash into enemies.,"<mainText><stats><attention>300</attention> Health<br><attention>45</attention> Armor<br><attention>5%</attention> Move Speed</stats><li><passive>Shipwrecker:</passive> While moving, build up  Move Speed. Your next Attack discharges built up Move Speed to deal damage. If dealt by a Melee champion at top speed, the Attack also <status>Slows</status> the target.<br><br><flavorText>''There's only one way you'll get this armor from me...'' - forgotten namesake</flavorText></mainText><br>"
3748,Titanic Hydra,https://opgg-static.akamaized.net/meta/images/lol/item/3748.png,False,,"[3077, 1028, 1011]",2310,3300,800,True,Deals area of effect damage based on owner's health,"<mainText><stats><attention>30</attention> Attack Damage<br><attention>500</attention> Health</stats><br><li><passive>Colossus:</passive> Gain bonus <scaleAD>Attack Damage based off of bonus Health</scaleAD>.<li><passive>Cleave:</passive> Attacks apply additional damage <OnHit>On-Hit</OnHit>, creating a shockwave that deals damage to enemies behind the target.</mainText><br>"
3801,Crystalline Bracer,https://opgg-static.akamaized.net/meta/images/lol/item/3801.png,False,"[3084, 3083, 3109]","[1028, 1006]",560,800,100,True,Grants Health and Health Regen,<mainText><stats><attention>200</attention> Health<br><attention>100%</attention> Base Health Regen</stats></mainText><br>
3802,Lost Chapter,https://opgg-static.akamaized.net/meta/images/lol/item/3802.png,False,"[6655, 6653, 4644, 6656]","[1052, 1027]",770,1100,315,True,Restores Mana upon levelling up.,"<mainText><stats><attention>40</attention> Ability Power<br><attention>300</attention> Mana<br><attention>10</attention> Ability Haste</stats><br><li><passive>Enlighten:</passive> Upon levelling up, restores <scaleMana>20% max Mana</scaleMana> over 3 seconds.</mainText><br>"
3803,Catalyst of Aeons,https://opgg-static.akamaized.net/meta/images/lol/item/3803.png,False,[6657],"[1028, 1027]",910,1300,550,True,,"<mainText><stats><attention>300</attention> Health<br><attention>300</attention> Mana</stats><br><li><passive>Eternity:</passive> Restore Mana equal to 7% of premitigation damage taken from champions, and Health equal to 25% of Mana spent, up to 20 Health per cast, per second.</mainText><br>"
3814,Edge of Night,https://opgg-static.akamaized.net/meta/images/lol/item/3814.png,False,,"[1036, 3134, 1028]",2030,2900,1050,True,Periodically blocks enemy abilities,<mainText><stats><attention>50</attention> Attack Damage<br><attention>10</attention> Lethality<br><attention>325</attention> Health</stats><br><li><passive>Annul:</passive> Gain a Spell Shield that blocks the next enemy Ability.<br><br><rules>Item's cooldown is restarted if you take damage before it is completed.</rules></mainText><br>
3850,Spellthief's Edge,https://opgg-static.akamaized.net/meta/images/lol/item/3850.png,False,,,160,400,400,True,Gain gold and upgrade by damaging enemy champions,"<mainText><stats><attention>8</attention> Ability Power<br><attention>10</attention> Health<br><attention>25%</attention> Base Mana Regen<br><attention>2</attention> Gold Per 10 Seconds</stats><br><li><passive>Tribute:</passive> While nearby an ally champion, damaging Abilities and Attacks against champions or buildings grant 20 gold. This can occur up to 3 times every 36 seconds.<li><passive>Quest:</passive> Earn 500 gold from this item to transform it into <rarityGeneric>Frostfang</rarityGeneric>, gaining <active>Active -</active> <active>Warding</active>.<br><br><rules>This item grants reduced gold from minions if you kill excessive numbers of them.</rules></mainText><br>"
